Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
IDA* (IDA Star);20;Random;Chebyshev;Always;No;5001;0;-1;
Dijkstra;20;Random;Manhattan;Always;Yes;707;4756;72,2842712474619;
Dijkstra;20;Random;Euclidean;Always;Yes;713;4756;72,2842712474619;
Dijkstra;20;Random;Octile;Always;Yes;712;4756;72,2842712474619;
Dijkstra;20;Random;Chebyshev;Always;Yes;704;4756;72,2842712474619;
A* (A Star);21;Random;Manhattan;Always;Yes;0;134;48,8700576850888;
A* (A Star);21;Random;Euclidean;Always;Yes;4;312;46,5269119345812;
A* (A Star);21;Random;Octile;Always;Yes;2;209;46,5269119345812;
A* (A Star);21;Random;Chebyshev;Always;Yes;13;558;46,5269119345812;
Best First Search;21;Random;Manhattan;Always;Yes;0;137;54,7695526217005;
Best First Search;21;Random;Euclidean;Always;Yes;0;120;47,9411254969543;
Best First Search;21;Random;Octile;Always;Yes;0;117;49,8406204335659;
Best First Search;21;Random;Chebyshev;Always;Yes;0;125;49,698484809835;
IDA* (IDA Star);21;Random;Manhattan;Always;Yes;0;0;49,698484809835;
IDA* (IDA Star);21;Random;Euclidean;Always;No;5001;0;-1;
IDA* (IDA Star);21;Random;Octile;Always;Yes;10;0;49,698484809835;
IDA* (IDA Star);21;Random;Chebyshev;Always;No;5001;0;-1;
Dijkstra;21;Random;Manhattan;Always;Yes;121;1946;46,5269119345812;
Dijkstra;21;Random;Euclidean;Always;Yes;127;1946;46,5269119345812;
Dijkstra;21;Random;Octile;Always;Yes;126;1946;46,5269119345812;
Dijkstra;21;Random;Chebyshev;Always;Yes;121;1946;46,5269119345812;
A* (A Star);22;Random;Manhattan;Always;Yes;1;117;41,3847763108502;
A* (A Star);22;Random;Euclidean;Always;Yes;3;265;40,2132034355964;
A* (A Star);22;Random;Octile;Always;Yes;0;110;40,2132034355964;
A* (A Star);22;Random;Chebyshev;Always;Yes;12;456;40,2132034355964;
Best First Search;22;Random;Manhattan;Always;Yes;0;112;46,1126983722081;
Best First Search;22;Random;Euclidean;Always;Yes;0;98;41,8700576850888;
Best First Search;22;Random;Octile;Always;Yes;0;98;41,8700576850888;
Best First Search;22;Random;Chebyshev;Always;Yes;0;117;45,6274169979695;
IDA* (IDA Star);22;Random;Manhattan;Always;Yes;0;0;45,6274169979695;
IDA* (IDA Star);22;Random;Euclidean;Always;No;5001;0;-1;
