Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Dijkstra;16;File;Octile;IfAtMostOneObstacle;Yes;5;276;18,142135623731;
Dijkstra;16;File;Chebyshev;IfAtMostOneObstacle;Yes;4;276;18,142135623731;
A* (A Star);17;File;Manhattan;IfAtMostOneObstacle;Yes;0;33;10,6568542494924;
A* (A Star);17;File;Euclidean;IfAtMostOneObstacle;Yes;0;49;10,6568542494924;
A* (A Star);17;File;Octile;IfAtMostOneObstacle;Yes;0;49;10,6568542494924;
A* (A Star);17;File;Chebyshev;IfAtMostOneObstacle;Yes;0;57;10,6568542494924;
Best First Search;17;File;Manhattan;IfAtMostOneObstacle;Yes;0;57;10,6568542494924;
Best First Search;17;File;Euclidean;IfAtMostOneObstacle;Yes;0;57;10,6568542494924;
Best First Search;17;File;Octile;IfAtMostOneObstacle;Yes;0;57;10,6568542494924;
Best First Search;17;File;Chebyshev;IfAtMostOneObstacle;Yes;0;57;10,6568542494924;
Dijkstra;17;File;Manhattan;IfAtMostOneObstacle;Yes;4;245;10,6568542494924;
Dijkstra;17;File;Euclidean;IfAtMostOneObstacle;Yes;4;245;10,6568542494924;
Dijkstra;17;File;Octile;IfAtMostOneObstacle;Yes;4;245;10,6568542494924;
Dijkstra;17;File;Chebyshev;IfAtMostOneObstacle;Yes;4;245;10,6568542494924;
A* (A Star);18;File;Manhattan;IfAtMostOneObstacle;Yes;0;40;14;
A* (A Star);18;File;Euclidean;IfAtMostOneObstacle;Yes;0;40;14;
A* (A Star);18;File;Octile;IfAtMostOneObstacle;Yes;0;40;14;
A* (A Star);18;File;Chebyshev;IfAtMostOneObstacle;Yes;0;40;14;
Best First Search;18;File;Manhattan;IfAtMostOneObstacle;Yes;0;40;14;
Best First Search;18;File;Euclidean;IfAtMostOneObstacle;Yes;0;40;14;
Best First Search;18;File;Octile;IfAtMostOneObstacle;Yes;0;40;14;
Best First Search;18;File;Chebyshev;IfAtMostOneObstacle;Yes;0;40;14;
Dijkstra;18;File;Manhattan;IfAtMostOneObstacle;Yes;4;256;14;
Dijkstra;18;File;Euclidean;IfAtMostOneObstacle;Yes;4;256;14;
Dijkstra;18;File;Octile;IfAtMostOneObstacle;Yes;4;256;14;
Dijkstra;18;File;Chebyshev;IfAtMostOneObstacle;Yes;3;256;14;
A* (A Star);19;File;Manhattan;IfAtMostOneObstacle;Yes;0;49;19,142135623731;
A* (A Star);19;File;Euclidean;IfAtMostOneObstacle;Yes;0;81;19,142135623731;
A* (A Star);19;File;Octile;IfAtMostOneObstacle;Yes;0;81;19,142135623731;
A* (A Star);19;File;Chebyshev;IfAtMostOneObstacle;Yes;1;119;19,142135623731;
Best First Search;19;File;Manhattan;IfAtMostOneObstacle;Yes;0;119;19,142135623731;
Best First Search;19;File;Euclidean;IfAtMostOneObstacle;Yes;0;119;19,142135623731;
Best First Search;19;File;Octile;IfAtMostOneObstacle;Yes;0;119;19,142135623731;
Best First Search;19;File;Chebyshev;IfAtMostOneObstacle;Yes;0;119;19,142135623731;
Dijkstra;19;File;Manhattan;IfAtMostOneObstacle;Yes;5;269;19,142135623731;
Dijkstra;19;File;Euclidean;IfAtMostOneObstacle;Yes;5;269;19,142135623731;
Dijkstra;19;File;Octile;IfAtMostOneObstacle;Yes;3;269;19,142135623731;
Dijkstra;19;File;Chebyshev;IfAtMostOneObstacle;Yes;4;269;19,142135623731;
A* (A Star);20;File;Manhattan;IfAtMostOneObstacle;Yes;0;95;27,3137084989848;
A* (A Star);20;File;Euclidean;IfAtMostOneObstacle;Yes;2;187;26,7279220613579;
A* (A Star);20;File;Octile;IfAtMostOneObstacle;Yes;1;187;26,7279220613579;
A* (A Star);20;File;Chebyshev;IfAtMostOneObstacle;Yes;4;226;26,7279220613579;
Best First Search;20;File;Manhattan;IfAtMostOneObstacle;Yes;0;226;33,1126983722081;
Best First Search;20;File;Euclidean;IfAtMostOneObstacle;Yes;0;226;31,698484809835;
Best First Search;20;File;Octile;IfAtMostOneObstacle;Yes;0;226;31,698484809835;
Best First Search;20;File;Chebyshev;IfAtMostOneObstacle;Yes;0;226;26,7279220613579;
Dijkstra;20;File;Manhattan;IfAtMostOneObstacle;Yes;5;300;26,7279220613579;
Dijkstra;20;File;Euclidean;IfAtMostOneObstacle;Yes;6;300;26,7279220613579;
Dijkstra;20;File;Octile;IfAtMostOneObstacle;Yes;6;300;26,7279220613579;
Dijkstra;20;File;Chebyshev;IfAtMostOneObstacle;Yes;6;300;26,7279220613579;
A* (A Star);21;File;Manhattan;IfAtMostOneObstacle;Yes;0;19;7,82842712474619;
A* (A Star);21;File;Euclidean;IfAtMostOneObstacle;Yes;0;19;7,82842712474619;
A* (A Star);21;File;Octile;IfAtMostOneObstacle;Yes;0;19;7,82842712474619;
A* (A Star);21;File;Chebyshev;IfAtMostOneObstacle;Yes;0;19;7,82842712474619;
Best First Search;21;File;Manhattan;IfAtMostOneObstacle;Yes;0;19;7,82842712474619;
Best First Search;21;File;Euclidean;IfAtMostOneObstacle;Yes;0;19;7,82842712474619;
Best First Search;21;File;Octile;IfAtMostOneObstacle;Yes;0;19;7,82842712474619;
Best First Search;21;File;Chebyshev;IfAtMostOneObstacle;Yes;0;19;7,82842712474619;
Dijkstra;21;File;Manhattan;IfAtMostOneObstacle;Yes;0;38;7,82842712474619;
Dijkstra;21;File;Euclidean;IfAtMostOneObstacle;Yes;0;38;7,82842712474619;
Dijkstra;21;File;Octile;IfAtMostOneObstacle;Yes;0;38;7,82842712474619;
