alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
A* (A Star);82;Manhattan;Always;Yes (0ms );0;57;19,6568542494924;
A* (A Star);82;Euclidean;Always;Yes (1ms );1;87;17,8994949366117;
A* (A Star);82;Octile;Always;Yes (0ms );0;77;17,8994949366117;
A* (A Star);83;Manhattan;Always;Yes (0ms );0;29;8,24264068711928;
A* (A Star);83;Euclidean;Always;Yes (0ms );0;28;8,24264068711928;
A* (A Star);83;Octile;Always;Yes (0ms );0;27;8,24264068711928;
A* (A Star);84;Manhattan;Always;Yes (0ms );0;59;18,0710678118655;
A* (A Star);84;Euclidean;Always;Yes (1ms );1;97;18,0710678118655;
A* (A Star);84;Octile;Always;Yes (1ms );1;85;18,0710678118655;
A* (A Star);85;Manhattan;Always;Yes (0ms );0;68;24,7989898732233;
A* (A Star);85;Euclidean;Always;Yes (2ms );2;119;23,9705627484771;
A* (A Star);85;Octile;Always;Yes (1ms );1;105;23,9705627484771;
A* (A Star);86;Manhattan;Always;Yes (0ms );0;60;20,4852813742386;
A* (A Star);86;Euclidean;Always;Yes (1ms );1;106;20,4852813742386;
A* (A Star);86;Octile;Always;Yes (1ms );1;89;20,4852813742386;
A* (A Star);87;Manhattan;Always;Yes (0ms );0;58;14,8284271247462;
A* (A Star);87;Euclidean;Always;Yes (0ms );0;60;14,8284271247462;
A* (A Star);87;Octile;Always;Yes (0ms );0;56;14,8284271247462;
A* (A Star);88;Manhattan;Always;Yes (0ms );0;29;10,6568542494924;
A* (A Star);88;Euclidean;Always;Yes (0ms );0;35;10,6568542494924;
A* (A Star);88;Octile;Always;Yes (0ms );0;34;10,6568542494924;
A* (A Star);89;Manhattan;Always;Yes (0ms );0;62;18,8284271247462;
A* (A Star);89;Euclidean;Always;Yes (0ms );0;63;18,8284271247462;
A* (A Star);89;Octile;Always;Yes (0ms );0;63;18,8284271247462;
A* (A Star);90;Manhattan;Always;Yes (0ms );0;50;19,4142135623731;
A* (A Star);90;Euclidean;Always;Yes (0ms );0;50;19,4142135623731;
A* (A Star);90;Octile;Always;Yes (0ms );0;50;19,4142135623731;
A* (A Star);91;Manhattan;Always;Yes (0ms );0;53;20,4852813742386;
A* (A Star);91;Euclidean;Always;Yes (0ms );0;85;19,8994949366117;
A* (A Star);91;Octile;Always;Yes (0ms );0;69;19,8994949366117;
A* (A Star);92;Manhattan;Always;Yes (0ms );0;32;12,6568542494924;
A* (A Star);92;Euclidean;Always;Yes (0ms );0;38;12,6568542494924;
A* (A Star);92;Octile;Always;Yes (0ms );0;34;12,6568542494924;
A* (A Star);93;Manhattan;Always;Yes (0ms );0;79;26,7279220613579;
A* (A Star);93;Euclidean;Always;Yes (2ms );2;112;26,7279220613579;
A* (A Star);93;Octile;Always;Yes (1ms );1;101;26,7279220613579;
A* (A Star);94;Manhattan;Always;Yes (1ms );1;105;31,3847763108502;
A* (A Star);94;Euclidean;Always;Yes (5ms );5;204;30,5563491861041;
A* (A Star);94;Octile;Always;Yes (4ms );4;168;30,5563491861041;
A* (A Star);95;Manhattan;Always;Yes (0ms );0;44;13,0710678118655;
A* (A Star);95;Euclidean;Always;Yes (0ms );0;56;13,0710678118655;
A* (A Star);95;Octile;Always;Yes (0ms );0;55;13,0710678118655;
A* (A Star);96;Manhattan;Always;Yes (0ms );0;68;25,2132034355964;
A* (A Star);96;Euclidean;Always;Yes (1ms );1;96;25,2132034355964;
A* (A Star);96;Octile;Always;Yes (1ms );1;90;25,2132034355964;
A* (A Star);97;Manhattan;Always;Yes (0ms );0;49;16,6568542494924;
A* (A Star);97;Euclidean;Always;Yes (0ms );0;62;16,6568542494924;
A* (A Star);97;Octile;Always;Yes (0ms );0;56;16,6568542494924;
A* (A Star);98;Manhattan;Always;Yes (0ms );0;71;17,8994949366117;
A* (A Star);98;Euclidean;Always;Yes (1ms );1;98;17,8994949366117;
A* (A Star);98;Octile;Always;Yes (1ms );1;91;17,8994949366117;
A* (A Star);99;Manhattan;Always;Yes (0ms );0;71;23,142135623731;
A* (A Star);99;Euclidean;Always;Yes (1ms );1;106;21,142135623731;
A* (A Star);99;Octile;Always;Yes (1ms );1;86;21,142135623731;
