Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
A* (A Star);11;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;70;19,8994949366117;
A* (A Star);11;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;0;95;19,8994949366117;
A* (A Star);11;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;84;19,8994949366117;
A* (A Star);11;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;122;19,8994949366117;
Best First Search;11;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;51;19,8994949366117;
Best First Search;11;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;1;51;19,8994949366117;
Best First Search;11;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;51;19,8994949366117;
Best First Search;11;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;71;25,3137084989848;
IDA* (IDA Star);11;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;6;0;25,3137084989848;
IDA* (IDA Star);11;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;113;0;25,3137084989848;
IDA* (IDA Star);11;WithPattern;Octile;IfAtMostOneObstacle;Yes;6;0;25,3137084989848;
IDA* (IDA Star);11;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;19;0;25,3137084989848;
Dijkstra;11;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;9;523;19,8994949366117;
Dijkstra;11;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;9;523;19,8994949366117;
Dijkstra;11;WithPattern;Octile;IfAtMostOneObstacle;Yes;9;523;19,8994949366117;
Dijkstra;11;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;9;523;19,8994949366117;
A* (A Star);12;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;70;19,8994949366117;
A* (A Star);12;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;0;95;19,8994949366117;
A* (A Star);12;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;84;19,8994949366117;
A* (A Star);12;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;122;19,8994949366117;
Best First Search;12;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;51;19,8994949366117;
Best First Search;12;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;0;51;19,8994949366117;
Best First Search;12;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;51;19,8994949366117;
Best First Search;12;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;71;25,3137084989848;
IDA* (IDA Star);12;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;7;0;25,3137084989848;
IDA* (IDA Star);12;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;108;0;25,3137084989848;
IDA* (IDA Star);12;WithPattern;Octile;IfAtMostOneObstacle;Yes;6;0;25,3137084989848;
